start_time,end_time,wav_file,text,emotion,speaker
179.88,188.4736,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M019.wav,Okay.  All right.  So-[LAUGHTER]-quite a while.  I mean--That's-  That's good.  I'm so happy for you. [LAUGHTER],0,Ses02F_impro03_M
187.29,190.02,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F023.wav,Thank you. Thank you so much.,0,Ses02F_impro03_F
189.38,195.65,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M020.wav,"Yeah, I'd love to be in that same situation some day, but, wow- so-",0,Ses02F_impro03_M
195.46,201.9,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F024.wav,"Oh, you will--You'll find just the right girl.  And she'll be perfect for you and everything will be great.",4,Ses02F_impro03_F
207.5653,211.0588,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M022.wav,"Oh, I approve. I-[LAUGHTER]-I more than approve.",0,Ses02F_impro03_M
211.0776,220.74,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M023.wav,"I mean, I'm surprised he didn't, ya know--go get a plane to fly over and shine--But candles on the beach, that's okay too I guess--",0,Ses02F_impro03_M
220.38,222.24,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F026.wav,"Yeah, it's pretty good.",0,Ses02F_impro03_F
221.52,225.77,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M024.wav,"Well--can--I mean, let me know--I want- I want invitations and--",4,Ses02F_impro03_M
225.0487,228.4874,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F027.wav,"Of course, of course--you'll be able to be a part of it.  You can come help me pick my colors.",0,Ses02F_impro03_F
228.14,233.2,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M025.wav,"Oh, yes.  This is the whole [GARBAGE]",4,Ses02F_impro03_M
231.8858,240.3492,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F028.wav,"It's so girly.  I don't even know how to like--It's so weird, but it'll be fun.  My mom will love to be like--she'll get so into it, I'm sure.",4,Ses02F_impro03_F
240.4223,244.0151,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F029.wav,She'll be like--flowers and the--,0,Ses02F_impro03_F
244.0986,246.85,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M026.wav,"It'll be good.  Wow, that's great.",0,Ses02F_impro03_M
246.65,250.5635,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F030.wav,"Oh, thank you. [LAUGHTER]",0,Ses02F_impro03_F
5.1392,9.5052,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_M000.wav,"So, uh, so how's it been going?  I mean, you have any needs or anything?",2,Ses02F_impro04_M
9.6322,19.042,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_F000.wav,I'm--every lead that I get ends up just being a dead end.  You know what I mean.  People are sick of me calling--,5,Ses02F_impro04_F
19.1897,25.48,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_M001.wav,"No.  You can't think that way.  I mean it's good--it's good that you're--that you're calling, you know. you can't",2,Ses02F_impro04_M
24.67,28.9797,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_F001.wav,"Yeah, but it--I mean it's the same response you get over and over again.  Like--",5,Ses02F_impro04_F
29.0536,34.96,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_F002.wav,"Oh, we're not hiring at this time or thank you, we already have your information on file--We'll call you when we're ready.",5,Ses02F_impro04_F
39.17,46.3474,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_F003.wav,"But, it's been so long, like--I mine as well just take a job at McDonald's.  Like, I don't--",5,Ses02F_impro04_F
45.8486,49.25,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_M003.wav,"No, come on.  Don't [GARBAGE]",2,Ses02F_impro04_M
48.7571,54.098,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_F004.wav,"I just--I can't do it anymore.  Like, it just takes it out of you--",5,Ses02F_impro04_F
52.9062,65.8663,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_M004.wav,"I know.  I know. It's hard, but you just--you gotta keep going.  I mean, you've been going at it for so long, you know.  Something is definitely going to come up.  I-I know it will, because you're a good worker--",2,Ses02F_impro04_M
63.83,74.64,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_F005.wav,I just keep getting rejected.  I just keep getting rejected over and over and over again and it starts to make you feel like there must be something wrong with you that you can't get a job.,5,Ses02F_impro04_F
74.54,82.15,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_M005.wav,"No.  It's--I mean, it's competitive, you know.  That's-That's what it is.  that's what you gotta be is competitive.",2,Ses02F_impro04_M
80.37,91.5702,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_F006.wav,"Yeah, but maybe--if just because it's competitive, like maybe I'm just not good enough.  Maybe the level is here and I'm here and there's just no way I'm ever gonna do that--",5,Ses02F_impro04_F
89.4093,97.07,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_M006.wav,"There...There are plenty of people out there with--with like, good jobs, you know, that are a lot...",2,Ses02F_impro04_M
97.17,104.0,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_M007.wav,...dumber than you.  I mean they're a lot worse off than you.  You are much better off than like a lot of those people in there. I know,2,Ses02F_impro04_M
102.47,111.8,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_F007.wav,"I didn't have like one of those starts, you know, like a family member who was already in the business or something you know that could like give me a helping hand.",5,Ses02F_impro04_F
111.55,116.4043,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_M008.wav,"I know.  It makes it harder.  I mean it's definitely who you know in a lot of cases, but--",2,Ses02F_impro04_M
117.2799,129.1165,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_F008.wav,"It's just so frustrating.  Like, I just--I just don't wanna do it anymore.  You know?  I just don't wanna like hit the pavement every single day with my resumes and going out there all the time.  You know, it's just like--",5,Ses02F_impro04_F
129.3592,135.09,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_M009.wav,"But you gotta.  Otherwise, what is--what's your other option?",2,Ses02F_impro04_M
132.9672,135.27,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_F009.wav,I feel so worthless.,1,Ses02F_impro04_F
135.85,145.057,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_M010.wav,"It's not worthless 'cause it's definitely gonna--it's definitely gonna pay off.  I know it.  I mean, I can--I've just--I've seen your work etiquette.  You know, you're a good worker and...",2,Ses02F_impro04_M
145.067,151.05,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_M011.wav,... and there's no reason that--that something won't come up like really soon.  All right?  So you just gotta--,2,Ses02F_impro04_M
150.38,156.5983,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_F010.wav,And what would make you say that?  There doesn't seem to be any indicators that anything's going to get better.,5,Ses02F_impro04_F
156.7354,174.3532,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_M012.wav,"Because I know you.  You know, and maybe once you get to know some more people, like talking to them and everything, they'll get to know you too and they'll realize they should've hired you three years ago.  You know? but  And- and they'll finally come around and believe me--it'll--you gotta-",2,Ses02F_impro04_M
173.36,192.93,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_F011.wav,"It's just really hard.  I feel like their starting to get like a personal prejudice against me.  You know what I mean?  Like it's like suddenly it starts to feel like it's just you that they say no to and it's not that they're not taking applications and it's not that they're not hiring people, it's just you particularly they have some particular reason for just hating you.  You know?",5,Ses02F_impro04_F
192.84,205.99,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_M013.wav,"Well maybe yeah, but maybe you get to that point where it's like you bug 'em and then they just don't wanna hear from you anymore, but you keep bugging them and bugging them and then it's gonna annoy them so much that they're gonna be like all right fine. you know",2,Ses02F_impro04_M
204.97,207.21,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_F012.wav,Or they'll never talk to me again.,5,Ses02F_impro04_F
207.1941,212.1841,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_M014.wav,"Or, well, no.  Okay. you -[GARBAGE]",5,Ses02F_impro04_M
212.279,229.8,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_F013.wav,"I-I just I think maybe I should try something else.  I mean, I-I don't know.  All growing up this is the only thing that I ever wanted to do and yet I can't.  I'm not physically able apparently.  I mean--",5,Ses02F_impro04_F
229.5,242.27,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_M015.wav,"That obviously that's not true though.  I mean, you've done this before.  You've done all the work like this before, you know, and and you've gotten people saying oh, you're so good and like you know--",2,Ses02F_impro04_M
242.01,248.83,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_F014.wav,"I guess the money shouldn't matter to me, but--Somehow it does.  You know? It's not like I do it for the money, but",5,Ses02F_impro04_F
244.79,245.9,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_M016.wav,Right.,2,Ses02F_impro04_M
245.97,248.0,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_M017.wav,"Well, you've gotta live.",2,Ses02F_impro04_M
248.86,256.9182,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_F015.wav,"you have to--I mean, if you're hired by somebody, then you're not a professional, you're an amateur and that means that you're not good enough.",5,Ses02F_impro04_F
257.1676,266.49,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_M018.wav,"I mean, it's just, it's really--I don't know, yeah, it's about their opinions and it's about, I don't know, just getting yourself out there and--",2,Ses02F_impro04_M
266.3,274.17,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_F016.wav,"I just wanna crawl in a hole, you know.  Like it just makes you not wanna even open your eyes in the morning.",1,Ses02F_impro04_F
271.69,277.0401,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_M019.wav,"Well, come on, come on.  Thinking about it like this is definitely not gonna help either though.",2,Ses02F_impro04_M
4.1392,7.7911,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_F000.wav,"Hi, um, excuse me, I believe that the airline lost my baggage.",2,Ses02F_impro05_F
8.3,12.93,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M000.wav,"Um, okay, it didn't--didn't come out on the carrousel--",2,Ses02F_impro05_M
11.43,18.72,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_F001.wav,"No, it didn't. um It didn't come out and I don't see it anywhere around here, so what can you do about that?",2,Ses02F_impro05_F
18.77,27.35,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M001.wav,"Okay.  Um, well, unfortunately yeah there was a some- some problems with the--",2,Ses02F_impro05_M
29.42,35.95,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M002.wav,"Uh, well some-some of the bags were--were lost on the way over here. uh-",2,Ses02F_impro05_M
39.82,47.17,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M003.wav,"You know, I mean, there's a lot of things that go on under the plane and sometimes, you know, that kind of things happen.",2,Ses02F_impro05_M
47.18,54.43,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M004.wav,"Uh, But, we are willing to reimburse you for the bag and and for the contents--",2,Ses02F_impro05_M
52.65,54.11,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_F004.wav,How much?,2,Ses02F_impro05_F
54.52,58.9138,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M005.wav,"Um, we'd be willing to give you uh fifty dollars for--",2,Ses02F_impro05_M
74.43,84.45,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M006.wav,"Right.  Uh We realize, you know, that that it's a bad situation, but I'm sorry, there's nothing that we can really do.",2,Ses02F_impro05_M
82.29,90.68,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_F006.wav,"That's all, that's all, that's all you're going to do is just give me fifty dollars and say go have fun on your vacation without any of your stuff?",3,Ses02F_impro05_F
90.77,97.63,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M007.wav,"I think, um, maybe you can file a claim if you want and turn it in to our main office--",2,Ses02F_impro05_M
95.42,101.5979,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_F007.wav,"Yes, yes, I would like to file a claim, but what are you gonna--I mean, is it just gonna show up magically out of nowhere?",5,Ses02F_impro05_F
101.6919,109.68,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M008.wav,"Right.  No.  I mean they- they might--they might--if you-if you are argue the case more, maybe they'll reimburse you more, but, right now--",2,Ses02F_impro05_M
118.1619,122.1723,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M009.wav,"Yes, I know. I know-. It's It's frustrating.  Unfortunately though-- um",2,Ses02F_impro05_M
121.61,124.57,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_F010.wav,"Because you don't seem to care very much, you know.",3,Ses02F_impro05_F
124.06,131.2021,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M010.wav,"By checking your bags, you--you, you know- admit to the liability that's- that's at risk--",2,Ses02F_impro05_M
130.42,132.35,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_F011.wav,I didn't sign anything.,5,Ses02F_impro05_F
132.543,140.2,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M011.wav,"Right, well, by checking in your bags, you agreed to, you know, at the will of the--",2,Ses02F_impro05_M
147.74,164.39,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M012.wav,"You paid for the flight and then your bags were checked at--it's a service that the airline provides for us.  So so, really, it's really the risk was taken and, I'm sorry, but there's really nothing else we can do.  So do you want--do you want the reimbursement?",2,Ses02F_impro05_M
163.63,176.7571,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_F013.wav,"[BREATHING] Well, sure, yeah, I guess I'll go buy dinner and then be--have nothing for the rest of my entire vacation.  I'm supposed to be here for three weeks.  What am I gonna do without anything for three weeks?",5,Ses02F_impro05_F
176.48,180.5,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M013.wav,"Well, there are-there are some shops here in- in the airport--",2,Ses02F_impro05_M
179.54,182.65,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_F014.wav,But fifty dollars isn't going to get me anything.,5,Ses02F_impro05_F
182.6,189.65,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M014.wav,"No, um, like I said you can file a claim and, uh, maybe get reimbursed for more-- you",2,Ses02F_impro05_M
189.56,192.51,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_F015.wav,Isn't there anything else you can do?,5,Ses02F_impro05_F
189.66,191.54,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M015.wav,probably even talk to--,2,Ses02F_impro05_M
194.0678,206.9469,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_F016.wav,"I mean, is there somebody you can call?  Or the guy that put the stuff on the--on the plane.  I mean, are they--they must be really irresponsible to have just disappeared my baggage.  I mean, did it get stolen?",5,Ses02F_impro05_F
205.22,217.07,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M016.wav,"Right, that--that gets taken care of-- That gets taken care of.  We get we do, you know, we investigate those and just make sure that um- they're not doing their own thing with them so--uh",2,Ses02F_impro05_M
217.08,220.45,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M017.wav,but Unfortunately sometimes is--,2,Ses02F_impro05_M
217.09,224.4595,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_F017.wav,"Yeah, I'm sure you -- You're like, hmm, do you take baggage?  No.  Oh, okay, thanks.  Great.  I mean how--",5,Ses02F_impro05_F
224.51,226.28,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M018.wav,"Well, that's--that's what I'm saying--",2,Ses02F_impro05_M
225.49,227.94,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_F018.wav,There needs to be better security here.,5,Ses02F_impro05_F
227.81,242.31,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M019.wav,"Okay.  Well that that could be something that you put on on the claim--on on the complaint form if you want.  And provide us with your information while you're here and then, maybe, if it turns up, then we'll send it right over.",2,Ses02F_impro05_M
241.32,247.38,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_F019.wav,It sounds like it's such a little like oh well no big deal whatever.  It's a big deal to me.,3,Ses02F_impro05_F
248.0522,265.9529,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M020.wav,"All right, Miss, I-I know.  I realize this. But Like I said, there are several people that are in your same situation, so, um, it's not--it's not totally uncommon and I'm actually gonna have to ask you to move so I can help the next person.",2,Ses02F_impro05_M
265.71,268.34,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_F020.wav,"Well, can I at least have my fifty dollars, please?",5,Ses02F_impro05_F
268.5221,274.21,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M021.wav,"Yes, all right.  There you go, now you can file a claim over to the left--And they'll help you out.",2,Ses02F_impro05_M
274.01,276.5639,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_F022.wav,Thank you very much.,5,Ses02F_impro05_F
5.7967,8.0783,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_M000.wav,"Hey, a what's up?",2,Ses02F_impro06_M
10.31,15.4,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_F000.wav,"Um, Johnny died yesterday.",1,Ses02F_impro06_F
15.7633,20.64,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_M001.wav,"Wow, that's horrible.",2,Ses02F_impro06_M
20.77,23.33,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_M002.wav,I'm sorry to hear about that.,2,Ses02F_impro06_M
21.15,23.86,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_F001.wav,"We knew that it was coming, but--",1,Ses02F_impro06_F
24.56,25.89,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_M003.wav,Yeah.,2,Ses02F_impro06_M
25.52,32.26,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_F002.wav,"It seemed like he had a little bit longer.  Like just last week, he was doing was so well.",1,Ses02F_impro06_F
33.11,40.3,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_M004.wav,"I mean, you know, at least he's not in anymore pain now, right?",2,Ses02F_impro06_M
41.73,43.37,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_F003.wav,Yeah.,1,Ses02F_impro06_F
43.34,50.1,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_M005.wav,"It's good, you know.  you know It hurts I know.  I know what it's like to lose someone like that.",2,Ses02F_impro06_M
52.1888,54.6,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_F004.wav,I just don't want him to be gone.,1,Ses02F_impro06_F
55.58,57.9644,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_M006.wav,It's okay.,2,Ses02F_impro06_M
59.12,68.5,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_M007.wav,"'Cause, you know, you've got all the times that you guys did spend together, you know and that's something good that you can look back on.",2,Ses02F_impro06_M
70.82,76.17,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_M008.wav,I mean--I don't know.,2,Ses02F_impro06_M
75.8818,78.68,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_F005.wav,And his whole family was there.,1,Ses02F_impro06_F
82.16,88.2252,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_F006.wav,"I mean, he was like really conscious right up until the end. you know",1,Ses02F_impro06_F
88.4296,99.1347,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_M009.wav,"Well, that's that's good, you know.  At least, I don't know.  I mean it's- it's better to go- to goout that way than...",2,Ses02F_impro06_M
100.7536,107.0617,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_M010.wav,".than you know, in pain and like this gradual, this horrible process.  I mean--",2,Ses02F_impro06_M
107.03,113.82,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_F007.wav,"He was so young, you know.  And all the stories he used to tell me about...",1,Ses02F_impro06_F
114.3099,122.5338,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_F008.wav,...the way he wanted to live and he was gonna go to Africa and he was gonna--,1,Ses02F_impro06_F
122.2578,130.86,/home/wanghanyang/Public/DATASET/IEMOCAP/IEMOCAP/Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_M011.wav,"But look at the--he--look at the life he did get to lead.  I mean, for his age, he'd done so much and--",2,Ses02F_impro06_M
